date,REAINTRATREARAT1YE,CPIAUCSL_PC1,SPASTT01USM661N,FEDFUNDS,OT
2014-03-01,-0.87407667,1.61269,97.5370499999999936,0.08,1336.560
2014-04-01,-1.32158430,2.01513,98.4552599999999956,0.09,1299.175
2014-05-01,-1.52038790,2.16695,99.7269399999999990,0.09,1288.913
2014-06-01,-1.19028930,2.05898,102.1337999999999937,0.10,1277.857
2014-07-01,-1.78356220,1.97424,102.8773999999999944,0.09,1312.989
2014-08-01,-1.31988030,1.71510,101.5284000000000049,0.09,1297.005
2014-09-01,-1.97205230,1.68405,102.3879000000000019,0.09,1241.330
2014-10-01,-1.11007930,1.60954,98.0721099999999950,0.09,1223.565
2014-11-01,-0.34990728,1.23152,102.2601999999999975,0.09,1176.413
2014-12-01,-2.50329180,0.65312,101.3764999999999930,0.12,1200.440
2015-01-01,1.12397490,-0.22993,100.0790999999999968,0.11,1249.333
2015-02-01,1.54236930,-0.08703,102.7755999999999972,0.11,1231.100
2015-03-01,0.91614976,-0.02203,102.2536999999999949,0.11,1180.636
2015-04-01,-0.83404213,-0.10403,103.8487999999999971,0.12,1198.253
2015-05-01,-0.98806997,0.03503,104.4068000000000040,0.12,1197.684
2015-06-01,-1.18205955,0.17957,103.1632000000000033,0.13,1182.248
2015-07-01,-1.26470300,0.22569,101.6937999999999960,0.13,1131.580
2015-08-01,-1.30288050,0.24130,98.6401400000000024,0.14,1117.525
2015-09-01,-1.74613640,0.00884,93.2241199999999992,0.14,1124.905
2015-10-01,-0.84535881,0.12762,96.7003100000000018,0.12,1157.123
2015-11-01,-0.73988133,0.43632,97.6606799999999993,0.12,1088.388
2015-12-01,-0.72996474,0.63872,95.5536699999999968,0.24,1068.317
2016-01-01,-0.87219070,1.23750,89.2078099999999949,0.34,1095.655
2016-02-01,-0.21080726,0.84728,88.2409899999999965,0.38,1194.893
2016-03-01,0.20280334,0.89162,94.1950700000000012,0.36,1246.312
2016-04-01,-1.18731654,1.17263,96.8375199999999978,0.37,1241.452
2016-05-01,-1.17368690,1.07848,96.8365799999999979,0.37,1259.755
2016-06-01,-0.55190959,1.07929,97.5245900000000034,0.38,1273.580
2016-07-01,-1.50103723,0.86836,99.9992100000000050,0.39,1337.429
2016-08-01,-1.41616467,1.05532,101.0480000000000018,0.40,1340.861
2016-09-01,-2.20417488,1.54864,100.2301999999999964,0.40,1326.618
2016-10-01,-1.65360405,1.68592,99.0518600000000049,0.40,1268.929
2016-11-01,-1.88065568,1.68433,99.8542300000000012,0.41,1240.293
2016-12-01,-2.25275783,2.05080,103.8436999999999983,0.54,1152.165
2017-01-01,-1.37086914,2.51039,105.0234999999999985,0.65,1192.648
2017-02-01,-1.18188446,2.81036,106.9744000000000028,0.66,1233.390
2017-03-01,-0.15871639,2.44120,107.7980000000000018,0.79,1231.063
2017-04-01,-0.56455297,2.17622,107.2742999999999967,0.90,1267.150
2017-05-01,-0.40602435,1.85634,108.3879000000000019,0.91,1245.250
2017-06-01,0.68431521,1.64057,109.9261000000000053,1.04,1261.277
2017-07-01,-0.44468298,1.72511,111.1847000000000065,1.15,1235.100
2017-08-01,-0.37064119,1.92812,110.9526000000000039,1.16,1281.720
2017-09-01,-1.01705756,2.18057,112.8619000000000057,1.15,1317.045
2017-10-01,-0.83785636,2.02076,115.6323000000000008,1.15,1280.677
2017-11-01,-0.98384247,2.17249,115.9485999999999990,1.16,1283.189
2017-12-01,-2.81708626,2.12993,119.0447999999999951,1.30,1265.674
2018-01-01,-0.77726570,2.15132,124.2432000000000016,1.41,1332.809
2018-02-01,-0.83055203,2.26347,119.4890999999999934,1.42,1333.775
2018-03-01,1.34333197,2.33095,118.0816999999999979,1.51,1325.562
2018-04-01,0.77551332,2.47100,117.4013000000000062,1.69,1335.332
2018-05-01,0.43880137,2.78192,118.3034999999999997,1.70,1303.618
2018-06-01,0.75638472,2.80755,118.5999000000000052,1.82,1282.126
2018-07-01,-0.12973530,2.85412,119.5296000000000021,1.91,1238.064
2018-08-01,-0.11489998,2.64292,121.2814999999999941,1.91,1201.859
2018-09-01,-0.68478285,2.33206,122.2612000000000023,1.95,1199.198
2018-10-01,-0.18193060,2.49203,117.4184000000000054,2.19,1214.726
2018-11-01,0.11522289,2.14733,115.5293999999999954,2.20,1221.275
2018-12-01,0.48206827,2.00238,108.7552000000000021,2.27,1249.887
2019-01-01,0.59518209,1.48759,111.1662000000000035,2.40,1291.630
2019-02-01,0.56831863,1.51886,117.2233999999999980,2.40,1319.755
2019-03-01,5.69992870,1.88319,118.2830000000000013,2.41,1302.286
2019-04-01,3.11685814,2.00058,121.0378000000000043,2.42,1287.650
2019-05-01,1.86934498,1.79591,118.6424999999999983,2.39,1282.460
2019-06-01,1.84771863,1.67119,120.1735000000000042,2.38,1358.488
2019-07-01,1.05216750,1.82633,123.4300000000000068,2.40,1414.611
2019-08-01,0.64538988,1.73764,118.2840000000000060,2.13,1497.102
2019-09-01,0.28409933,1.68450,121.7588999999999970,2.04,1510.336
2019-10-01,-0.04052344,1.73397,121.3508999999999958,1.83,1494.765
2019-11-01,-0.22348679,2.09229,125.8870000000000005,1.55,1471.921
2019-12-01,-0.28927221,2.31953,128.5202999999999918,1.55,1480.025
2020-01-01,-0.59602385,2.59977,130.9052000000000078,1.55,1560.668
2020-02-01,-0.54217106,2.34132,128.6936000000000035,1.58,1598.818
2020-03-01,3.35421645,1.49404,100.4579999999999984,0.65,1593.764
2020-04-01,3.23944367,0.31305,101.8041000000000054,0.05,1680.030
2020-05-01,2.87932085,0.19820,105.6555000000000035,0.05,1715.697
2020-06-01,1.41774102,0.71666,113.1662000000000035,0.08,1734.032
2020-07-01,-0.74405804,0.99686,115.0943000000000040,0.09,1840.807
